record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-04054,12/10/2020,NE_Monsoon,12,464.7,74.1,17.36,2.66,105.8,27.1,19.6,85.7,8.38,East_Block,93.85,20.2
REC-04055,12/10/2020,NE_Monsoon,12,250,77.5,16.81,3.52,94.6,28.2,17.2,82.3,7.44,East_Block,48.97,19.59
REC-04056,12/10/2020,NE_Monsoon,12,505.77,79.8,16.29,3.32,94.2,26.1,20.7,79.2,9.69,East_Block,103.26,20.42
REC-04057,12/9/2020,NE_Monsoon,12,553.73,74,18.8,3.02,104.7,29.2,22.5,83.3,6.32,East_Block,114.3,20.64
REC-04058,12/9/2020,NE_Monsoon,12,546.48,75,15.58,2,98.2,23.9,17.5,81.5,5.47,Middle_Division,114.1,20.88
REC-04059,12/8/2020,NE_Monsoon,12,530.83,84.2,16.88,3.21,104.8,27,22.5,78.5,5.46,Middle_Division,109.12,20.56
REC-04060,12/8/2020,NE_Monsoon,12,760.29,79,17.64,2.5,102.9,22.5,17.1,86.3,9.06,West_Block,157.49,20.71
REC-04061,12/7/2020,NE_Monsoon,12,555.3,70.7,17.6,3.39,97.9,19.4,17.6,80.5,5.89,Middle_Division,109.89,19.79
REC-04062,12/7/2020,NE_Monsoon,12,799.18,76.8,16.18,3.36,100.5,18,21.8,78.2,8.59,East_Block,161.2,20.17
REC-04063,12/7/2020,NE_Monsoon,12,464.96,78.8,15.42,2.18,93.8,27.2,22.3,82.2,8.42,East_Block,93.36,20.08
REC-04064,12/7/2020,NE_Monsoon,12,586.08,77.1,17.8,3.35,103.5,21.9,19,82.2,7.03,Middle_Division,118.69,20.25
REC-04065,12/7/2020,NE_Monsoon,12,524.53,75.3,14.28,2.63,107.3,24.2,21.6,89.6,7.68,West_Block,105.94,20.2
REC-04066,12/6/2020,NE_Monsoon,12,555.2,79.9,13.87,3.34,93.5,24.5,19.3,80.1,7.21,West_Block,118.76,21.39
REC-04067,12/6/2020,NE_Monsoon,12,585.04,82.5,15.11,4.08,103.4,22.5,22.7,84.5,7.32,Upper_Division,118.48,20.25
REC-04068,12/6/2020,NE_Monsoon,12,481.92,80.3,15.48,2.7,98.2,21.6,20.2,85.9,7.74,Middle_Division,100.06,20.76
REC-04069,12/5/2020,NE_Monsoon,12,614.59,76.8,18.11,2.64,106.4,21.8,22.6,82.6,8.92,East_Block,123.92,20.16
REC-04070,12/5/2020,NE_Monsoon,12,617.06,78.3,17.61,3.13,107.5,22.8,18.8,86.7,10.36,East_Block,130.18,21.1
REC-04071,12/5/2020,NE_Monsoon,12,513.76,70.8,14.73,3.31,95.8,29.7,23.8,88,9.48,Upper_Division,99.62,19.39
REC-04072,12/4/2020,NE_Monsoon,12,590.81,82.4,15.18,3.19,91.5,27,24,83.2,6.77,Middle_Division,124.27,21.03
REC-04073,12/3/2020,NE_Monsoon,12,833.15,77.2,17.06,2.49,110.1,21.1,23.2,87.1,8.5,West_Block,165.33,19.84
REC-04074,12/3/2020,NE_Monsoon,12,783.2,77.4,14.88,3.21,100.9,19.9,20.3,89.4,9.65,Lower_Division,162.09,20.7
REC-04075,12/3/2020,NE_Monsoon,12,709.1,74.8,16.46,2,104.5,21.5,22.9,87.9,9.67,Upper_Division,142.02,20.03
REC-04076,12/2/2020,NE_Monsoon,12,250,77.1,16.6,2.22,102.7,24.9,19.1,84.9,10.27,West_Block,54.24,21.7
REC-04077,12/2/2020,NE_Monsoon,12,349.61,81.2,15.1,3.37,100.8,26.7,19.6,85.2,9.99,East_Block,73.38,20.99
REC-04078,12/2/2020,NE_Monsoon,12,481.75,79.2,16.8,2.6,98.8,25.3,21.6,88.2,6.91,Upper_Division,104.61,21.71
REC-04079,12/2/2020,NE_Monsoon,12,602.58,74,18.26,3.14,99.5,24.5,23.3,78.1,7.77,Upper_Division,123.48,20.49
REC-04080,12/2/2020,NE_Monsoon,12,489.05,78.7,17.43,2.96,97.8,18,19.6,79.4,6.31,Lower_Division,102.28,20.91
REC-04081,12/1/2020,NE_Monsoon,12,738.28,79.5,16.35,2.81,96.8,28.1,23.6,80.7,6.99,West_Block,153.16,20.75
REC-04082,11/30/2020,NE_Monsoon,11,519.59,78.3,14.91,3.24,99.9,21.2,21.6,81.9,5.26,Lower_Division,111.15,21.39
REC-04083,11/29/2020,NE_Monsoon,11,677.8,78.2,14.87,2.93,95.1,24.9,23.9,87,5.01,Upper_Division,139.65,20.6
REC-04084,11/28/2020,NE_Monsoon,11,308.69,79.8,18.88,2.82,97.6,29,22.5,85.5,6.93,West_Block,63.68,20.63
REC-04085,11/28/2020,NE_Monsoon,11,398.74,78.6,16.63,3.28,103.7,27.1,18.1,80,6.07,Middle_Division,86.09,21.59
REC-04086,11/28/2020,NE_Monsoon,11,577.34,79.8,17.44,3.37,99.5,21.1,21.9,87.2,8.6,Upper_Division,113.43,19.65
REC-04087,11/28/2020,NE_Monsoon,11,531.48,73.1,14.28,3,91.8,24.4,17.2,80.3,8.93,Lower_Division,110.57,20.8
REC-04088,11/27/2020,NE_Monsoon,11,592.67,80.8,16.28,3.62,97.9,23.1,23.1,85.7,5.59,Lower_Division,118.32,19.96
REC-04089,11/27/2020,NE_Monsoon,11,729.45,80.1,17.7,2.66,91.8,26.6,20.1,79.2,7.55,Lower_Division,151.81,20.81
REC-04090,11/26/2020,NE_Monsoon,11,575.37,80.1,16.06,2.99,98.8,27.5,19.2,80.6,6.56,Lower_Division,125.25,21.77
REC-04091,11/25/2020,NE_Monsoon,11,486.48,74.4,18.7,2.75,90,21.5,22.5,83.1,8.25,Lower_Division,98.3,20.21
REC-04092,11/25/2020,NE_Monsoon,11,485.86,78.1,14.91,2.89,95.1,27,19.4,78.4,7.05,East_Block,98.6,20.29
REC-04093,11/24/2020,NE_Monsoon,11,522.04,75.4,16.72,3.44,106.2,27.2,19.4,83.8,5.59,Upper_Division,102.24,19.58
REC-04094,11/23/2020,NE_Monsoon,11,504.64,78.2,12.84,2.86,106.3,30.7,22.9,84.3,10.37,Middle_Division,101.83,20.18
REC-04095,11/23/2020,NE_Monsoon,11,734.41,80,14.68,2.68,98.5,27.8,23.9,83,7.85,Middle_Division,150.01,20.43
REC-04096,11/23/2020,NE_Monsoon,11,659.11,80.6,14.78,2.22,96.5,24.8,21,80.7,6.84,West_Block,134.36,20.38
REC-04097,11/23/2020,NE_Monsoon,11,654.78,77.3,17.19,2.99,91.4,27,23.9,85.4,7.93,East_Block,134.77,20.58
REC-04098,11/23/2020,NE_Monsoon,11,682.56,77.8,16.8,2.91,101.4,26.2,21.7,88.2,6.26,Upper_Division,138.92,20.35
REC-04099,11/22/2020,NE_Monsoon,11,636.95,77.8,15.48,3.31,98.1,24.5,18,80.6,8.63,Lower_Division,136.77,21.47
REC-04100,11/22/2020,NE_Monsoon,11,509.59,78.8,16.4,3.04,93.9,26.6,21.6,89.4,6.39,Lower_Division,109.47,21.48
REC-04101,11/21/2020,NE_Monsoon,11,559.23,77.9,19.16,2.77,99.7,25.3,19.9,79.7,8.91,Middle_Division,112.98,20.2
REC-04102,11/21/2020,NE_Monsoon,11,476.95,70.1,17.24,2.63,99.9,27.3,22.1,85.8,9.84,Middle_Division,95.51,20.02
REC-04103,11/21/2020,NE_Monsoon,11,845.33,73.9,12.7,2.75,102,28.8,18.5,80.3,7.39,East_Block,166.46,19.69
REC-04104,11/20/2020,NE_Monsoon,11,532.29,76.7,13.81,2.89,93.8,25.6,18.9,84.2,5.08,Upper_Division,106.74,20.05
REC-04105,11/19/2020,NE_Monsoon,11,515.67,74.8,14.92,3.02,94.9,24.8,19.1,87.1,7.73,Upper_Division,103.65,20.1
REC-04106,11/19/2020,NE_Monsoon,11,675.89,78.4,15.68,2.96,92.2,23,23.1,81.8,8.72,West_Block,144.86,21.43
REC-04107,11/19/2020,NE_Monsoon,11,548.43,75.6,14.84,3.91,101.1,26,18,78.8,7.66,Lower_Division,114.82,20.94
REC-04108,11/19/2020,NE_Monsoon,11,386.48,75.1,16.65,3.17,92.6,27.2,17.8,82.1,9.38,Upper_Division,77.49,20.05
REC-04109,11/18/2020,NE_Monsoon,11,479.99,77,16.97,2.64,97.4,24.3,19.1,90,7.39,Upper_Division,101.04,21.05
REC-04110,11/18/2020,NE_Monsoon,11,478.17,83.9,15.36,3.24,96.4,23.3,22.7,80.8,6.36,East_Block,101.28,21.18
REC-04111,11/18/2020,NE_Monsoon,11,451.68,82.6,14.98,2.44,97.6,26.4,20.6,88.5,9.15,East_Block,87.04,19.27
REC-04112,11/18/2020,NE_Monsoon,11,626.22,76.8,17.31,3.65,97.4,28.9,17.2,79.6,9.28,West_Block,129.16,20.62
REC-04113,11/18/2020,NE_Monsoon,11,674.01,85,16.79,3.48,98.1,25.9,20.6,88.9,6.38,Lower_Division,140.29,20.81
REC-04114,11/18/2020,NE_Monsoon,11,596.71,79.2,14.84,3.59,96.7,23.4,20.3,78.3,7.43,West_Block,124.6,20.88
REC-04115,11/18/2020,NE_Monsoon,11,433.22,76.4,15.88,4.34,101.9,26.4,18.6,83.2,8.02,East_Block,88.08,20.33
REC-04116,11/17/2020,NE_Monsoon,11,561.08,77.5,17.95,3.63,102.6,19.9,20.4,89.4,9.75,Lower_Division,115.71,20.62
REC-04117,11/17/2020,NE_Monsoon,11,407.74,73.2,18.58,3.15,95.7,27.8,21,86.4,8.05,East_Block,84.31,20.68
REC-04118,11/16/2020,NE_Monsoon,11,497.41,81.1,14.14,3.99,98.7,27.6,17.7,82.6,6.59,East_Block,97.81,19.66
REC-04119,11/14/2020,NE_Monsoon,11,672.77,81.3,16.01,3.46,102.7,24.1,22.3,78.7,5.32,West_Block,139.6,20.75
REC-04120,11/14/2020,NE_Monsoon,11,388.45,78,16.12,2.93,100.4,20.2,21.5,87.5,7.83,Middle_Division,80.34,20.68
REC-04121,11/14/2020,NE_Monsoon,11,565.51,79.3,15.62,3.47,97.4,28.3,17.1,89.6,7.59,Middle_Division,117.37,20.75
REC-04122,11/14/2020,NE_Monsoon,11,502.97,79.5,18.06,3.25,97.2,27.5,20.8,89,9.19,West_Block,104.98,20.87
REC-04123,11/13/2020,NE_Monsoon,11,726.3,80.5,16.87,3.71,103.6,24.2,20.8,80.1,7.65,East_Block,148.98,20.51
REC-04124,11/13/2020,NE_Monsoon,11,651.98,77.9,15.38,2.36,93.3,21.1,18.4,87.4,7.82,East_Block,128.6,19.72
REC-04125,11/12/2020,NE_Monsoon,11,455.82,79.6,17.92,2.7,90.8,24.7,18.8,84.8,9.59,East_Block,92.18,20.22
REC-04126,11/12/2020,NE_Monsoon,11,567.05,76.2,17.16,3.27,98.1,26.2,22.7,83.9,5.04,Middle_Division,118.67,20.93
REC-04127,11/12/2020,NE_Monsoon,11,576.5,77.9,18.54,2.6,99.3,24.9,23.6,83.5,8.82,Lower_Division,122.68,21.28
REC-04128,11/11/2020,NE_Monsoon,11,595.58,75.9,16.17,2.56,98.8,21.1,18.8,84.1,6.79,Upper_Division,117.95,19.8
REC-04129,11/11/2020,NE_Monsoon,11,650.35,76.8,15.1,3.17,101.6,29.5,23.6,80,9.88,West_Block,135.87,20.89
REC-04130,11/11/2020,NE_Monsoon,11,615.41,79.9,13.39,2.65,95.8,25,20.3,79.5,7.86,West_Block,128.04,20.81
REC-04131,11/11/2020,NE_Monsoon,11,491.57,76.6,14.38,2.8,100.7,25.1,21.1,81.9,8.64,East_Block,99.88,20.32
REC-04132,11/11/2020,NE_Monsoon,11,480.41,75.9,14,2.55,97.9,25.9,19.8,80.1,6.33,East_Block,99.96,20.81
REC-04133,11/11/2020,NE_Monsoon,11,685.42,73.9,15.24,3.33,103.1,29.6,21.5,82,9.99,Middle_Division,141.64,20.66
REC-04134,11/11/2020,NE_Monsoon,11,276.26,82.9,14.9,3.23,96.9,23.8,22.3,86.6,6.51,East_Block,57.3,20.74
REC-04135,11/10/2020,NE_Monsoon,11,771.99,75.7,16.56,3.83,101.3,24.3,19.3,88.5,5.47,Lower_Division,165.38,21.42
REC-04136,11/10/2020,NE_Monsoon,11,416.9,79.7,16.01,3.44,90.8,30.2,20.5,89.5,8.34,West_Block,85.91,20.61
REC-04137,11/9/2020,NE_Monsoon,11,462.02,81.5,15.58,3.73,99.9,27,18.2,86.6,8.23,Upper_Division,94.01,20.35
REC-04138,11/9/2020,NE_Monsoon,11,564.96,75,16.67,3.58,99.3,20.5,20.5,85,6.25,East_Block,116.59,20.64
REC-04139,11/9/2020,NE_Monsoon,11,642.29,82.9,19.88,3.26,96.7,24.6,21.6,82,5.34,Lower_Division,139.09,21.65
REC-04140,11/8/2020,NE_Monsoon,11,619.45,77,12.56,3.06,97.1,25.3,20,80.2,7.96,Upper_Division,123.25,19.9
REC-04141,11/8/2020,NE_Monsoon,11,432.78,78.7,15.46,3.59,99.7,21.3,21.6,78.4,9.75,Middle_Division,88.37,20.42
REC-04142,11/8/2020,NE_Monsoon,11,462.83,76.7,14.38,2.96,105.8,22,22.7,78.2,6.91,Upper_Division,92.07,19.89
REC-04143,11/8/2020,NE_Monsoon,11,629.37,72.2,12.01,3.27,99.6,26.5,17.7,86.6,8.15,West_Block,126.91,20.17
REC-04144,11/7/2020,NE_Monsoon,11,700.99,77.1,15.39,2.63,90.8,25.1,23,78.3,8.48,Lower_Division,144.81,20.66
REC-04145,11/6/2020,NE_Monsoon,11,586.79,76.3,15.65,3.45,95.2,28.1,21.8,83.6,7.96,West_Block,125.14,21.33
REC-04146,11/6/2020,NE_Monsoon,11,603.7,80.5,16.36,3.12,99.7,27.7,18.1,88.9,5.05,Upper_Division,123.46,20.45
REC-04147,11/6/2020,NE_Monsoon,11,250,80.8,17.01,3.66,101.1,27.3,17.7,83,9.62,West_Block,50.21,20.08
REC-04148,11/5/2020,NE_Monsoon,11,584.58,85,15.83,2.87,99.4,23.1,20.1,83.6,8.64,Upper_Division,119.77,20.49
REC-04149,11/5/2020,NE_Monsoon,11,545.06,80.4,15.5,3.61,98.2,24.7,19.1,82,8.28,Middle_Division,112.64,20.67
REC-04150,11/5/2020,NE_Monsoon,11,569.06,78.1,15.96,2.99,97.9,28.3,19.5,88,7.41,West_Block,118.69,20.86
REC-04151,11/4/2020,NE_Monsoon,11,336.09,76.1,15.66,2.81,91,28.3,22.2,82.3,10.62,West_Block,71.34,21.23
REC-04152,11/4/2020,NE_Monsoon,11,345.68,78.7,14.8,4.04,102.3,21.8,21.9,82.3,7.93,West_Block,69.76,20.18
REC-04153,11/4/2020,NE_Monsoon,11,517.22,75.5,16.56,2.11,91.6,24.5,20.4,78.3,7.77,Upper_Division,103.41,19.99
REC-04154,11/4/2020,NE_Monsoon,11,400.5,78.1,15.06,3.29,90.6,25.3,20.4,83,10.37,West_Block,85.66,21.39
REC-04155,11/3/2020,NE_Monsoon,11,493.09,73.6,16.23,3.49,100.7,22.7,18.4,85.6,8.76,West_Block,104.78,21.25
REC-04156,11/3/2020,NE_Monsoon,11,519.61,77.5,16.13,4.05,103.1,27.7,19.3,78.8,8.81,Middle_Division,106.03,20.4
REC-04157,11/2/2020,NE_Monsoon,11,684.69,74.6,15.82,3.71,95.8,24.1,18.1,89.4,6.01,East_Block,137.47,20.08
REC-04158,11/2/2020,NE_Monsoon,11,574.36,81.2,17.04,2.79,92.3,20.4,22,80,8.4,West_Block,114.12,19.87
REC-04159,11/1/2020,NE_Monsoon,11,760.65,74.6,12.81,3,95.4,19.3,22.7,80.2,6,Upper_Division,153.61,20.19
REC-04160,11/1/2020,NE_Monsoon,11,554.66,77.6,15.39,3.51,94,28.8,19.8,87.9,9.06,Upper_Division,109.26,19.7
REC-04161,11/1/2020,NE_Monsoon,11,705.51,81.1,15.03,2.64,96.8,24.1,17.9,85.8,10.04,West_Block,152.49,21.61
REC-04162,11/1/2020,NE_Monsoon,11,581.21,77.3,15.18,2.35,100.4,22.7,23.4,78.4,7.41,Middle_Division,119.54,20.57
REC-04163,11/1/2020,NE_Monsoon,11,377.24,80.8,13.13,2.52,102,26.1,23.6,89.9,8.23,Upper_Division,73.91,19.59
REC-04164,10/31/2020,NE_Monsoon,10,394.35,73.3,14.31,4.32,100.7,19.5,22.2,78,10.37,Lower_Division,80.91,20.52
REC-04165,10/31/2020,NE_Monsoon,10,443.2,80.1,17.39,3.41,110,32.3,24,89.8,10.56,Middle_Division,87.88,19.83
REC-04166,10/31/2020,NE_Monsoon,10,370.22,79,17.46,3.68,105.4,24.4,21.9,83.4,5.74,Middle_Division,72.83,19.67
REC-04167,10/30/2020,NE_Monsoon,10,470.07,74.2,15.93,2.29,100.6,25.8,19.5,86.8,8.35,West_Block,97.57,20.76
REC-04168,10/30/2020,NE_Monsoon,10,568.23,79.7,16.28,3.37,107,21.3,21.2,83.9,7.18,East_Block,119.31,21
REC-04169,10/29/2020,NE_Monsoon,10,631.63,70,15.42,3.04,104.4,23.9,22.1,82.6,10.45,Upper_Division,129.71,20.54
REC-04170,10/29/2020,NE_Monsoon,10,482.79,81.1,18.54,2.72,90.3,25.4,19.3,86.1,8.47,West_Block,99.28,20.56
REC-04171,10/29/2020,NE_Monsoon,10,352.28,82.4,13.22,2.62,93.9,24.7,17.8,78.6,6.27,West_Block,71.88,20.4
REC-04172,10/29/2020,NE_Monsoon,10,596.21,72.3,17.33,2.7,100.7,23.2,21.6,84.4,8.12,Lower_Division,129.08,21.65
REC-04173,10/29/2020,NE_Monsoon,10,378.78,74.8,16.07,3.75,95.5,25.7,23.8,82.6,5.25,East_Block,76.61,20.23
REC-04174,10/28/2020,NE_Monsoon,10,581.53,80.1,15.63,2.58,104.3,25.9,20.1,78.8,9.14,West_Block,119.57,20.56
REC-04175,10/26/2020,NE_Monsoon,10,472.92,82.2,16.66,2.82,98.1,20.7,21.4,79.1,6.51,Upper_Division,95.86,20.27
REC-04176,10/26/2020,NE_Monsoon,10,580.91,77.2,14.71,2.5,96.9,24.7,23.2,79.7,9.48,East_Block,118.6,20.42
REC-04177,10/26/2020,NE_Monsoon,10,678.87,73,13.96,4.04,89.6,28.7,17.3,83.4,8.45,Upper_Division,125.26,18.45
REC-04178,10/26/2020,NE_Monsoon,10,583.82,77,17.05,2.9,94.5,18.5,17.8,84.6,5.75,Lower_Division,119.9,20.54
REC-04179,10/25/2020,NE_Monsoon,10,810.14,77.8,17.84,3.3,107,24.8,21.9,82.1,10.67,East_Block,165.74,20.46
REC-04180,10/25/2020,NE_Monsoon,10,537.99,77.3,17.44,3.54,98.3,25,21.4,79.9,5.39,Middle_Division,105.72,19.65
REC-04181,10/25/2020,NE_Monsoon,10,507.27,77.4,17.03,2.32,98.4,24.9,20.7,87.2,7.54,East_Block,99.9,19.69
REC-04182,10/25/2020,NE_Monsoon,10,579.55,79.8,15.76,2.29,98.9,28.1,22.3,85.2,7.94,Upper_Division,117.31,20.24
REC-04183,10/23/2020,NE_Monsoon,10,775.1,75.1,17.28,2.72,104.2,23.8,22.1,82,9.51,West_Block,165.81,21.39
REC-04184,10/23/2020,NE_Monsoon,10,588.16,79.6,16.89,2.7,91.5,23.5,21.5,83.5,8.54,Lower_Division,125.23,21.29
REC-04185,10/22/2020,NE_Monsoon,10,404.57,74.6,16.47,2.78,98.6,26.5,19.8,81.9,8.71,East_Block,85.44,21.12
REC-04186,10/22/2020,NE_Monsoon,10,797.61,77,15.29,3.51,101.6,22.9,21.8,79.5,7.62,Lower_Division,166.47,20.87
REC-04187,10/22/2020,NE_Monsoon,10,664.79,81.2,15.89,2.53,100.6,25,18.4,84.3,6.08,Upper_Division,139.9,21.04
REC-04188,10/22/2020,NE_Monsoon,10,514.73,85,19.17,2.63,93.3,25,17.2,89.3,5.5,Upper_Division,100.27,19.48
REC-04189,10/22/2020,NE_Monsoon,10,622.81,80.5,17.17,3.47,97.4,24.6,20.4,83.8,6.58,Upper_Division,127.54,20.48
REC-04190,10/21/2020,NE_Monsoon,10,690.64,74.1,16.22,2.61,104.3,25.8,23.6,88.1,9.33,West_Block,147.35,21.34
REC-04191,10/21/2020,NE_Monsoon,10,486.22,81.8,14.77,2.12,101.7,23.3,17.8,87.4,8.96,Middle_Division,97.95,20.15
REC-04192,10/20/2020,NE_Monsoon,10,622.53,79.1,16.4,2.58,100.6,27.5,22.6,87.1,5.91,Lower_Division,135.2,21.72
REC-04193,10/20/2020,NE_Monsoon,10,626.01,75.8,16.17,2.05,96.5,25.4,18.2,88.2,8.38,Middle_Division,129.37,20.67
REC-04194,10/20/2020,NE_Monsoon,10,628.35,75.3,19.69,3.83,105.5,27.5,23.9,79.6,8.61,Middle_Division,123.9,19.72
REC-04195,10/19/2020,NE_Monsoon,10,590.32,75.6,14.52,2.57,100.1,27.2,18.7,82.8,9.99,Lower_Division,124.88,21.16
REC-04196,10/19/2020,NE_Monsoon,10,514.1,77.4,16.12,2.12,93,24.8,23.5,81.3,8.32,Upper_Division,101.42,19.73
REC-04197,10/18/2020,NE_Monsoon,10,326.22,77,15.6,3.26,98.7,25.5,17,78,5.75,Middle_Division,68.33,20.94
REC-04198,10/18/2020,NE_Monsoon,10,795.05,75.9,15.92,3.22,90.6,22.5,22.7,82,9.61,Lower_Division,166.53,20.95
REC-04199,10/18/2020,NE_Monsoon,10,262.12,77.8,15.89,2.99,97,30.9,22.7,78.6,6.91,East_Block,54.06,20.63
REC-04200,10/18/2020,NE_Monsoon,10,465.89,73.9,15.88,2.56,93.9,27.9,21.9,82.1,9.47,Middle_Division,93.94,20.16
REC-04201,10/18/2020,NE_Monsoon,10,642.62,76,14.64,3.84,96,26.5,20.9,87.3,8.16,Upper_Division,130.52,20.31
REC-04202,10/17/2020,NE_Monsoon,10,560.06,77.5,15.52,3.01,98.7,22.3,17.8,83.6,8.47,West_Block,120.64,21.54
REC-04203,10/17/2020,NE_Monsoon,10,514.8,83.3,17.71,3.43,89.6,26.9,18.9,82.4,7.54,Lower_Division,102.84,19.98
REC-04204,10/17/2020,NE_Monsoon,10,466.72,74.5,16.8,3.39,98.5,23.1,19.7,82.6,8.4,Middle_Division,100.73,21.58
REC-04205,10/16/2020,NE_Monsoon,10,402.65,77.1,15.92,2.66,98.5,22.4,22.4,81.1,8.97,Upper_Division,84.26,20.93
REC-04206,10/16/2020,NE_Monsoon,10,504.91,77.1,16.74,2.93,99,26.2,20.9,87.6,9.55,Upper_Division,102.94,20.39
REC-04207,10/15/2020,NE_Monsoon,10,502.1,78.7,16.26,3.28,92.2,25.5,19.3,87.9,10.48,Lower_Division,107.25,21.36
REC-04208,10/15/2020,NE_Monsoon,10,481.16,78.1,15.81,3.87,97.5,26.5,20.2,78.2,7.66,East_Block,100.24,20.83
REC-04209,10/15/2020,NE_Monsoon,10,669.63,78.3,14.84,3.67,96.2,22.5,19.7,82,9.59,Upper_Division,132.9,19.85
REC-04210,10/15/2020,NE_Monsoon,10,500.44,77.4,16.27,3.1,105.7,27.7,20.5,85.4,10.59,Lower_Division,107.95,21.57
REC-04211,10/14/2020,NE_Monsoon,10,538.53,78.2,16.97,2,98.7,24,20.1,79.8,9.95,Middle_Division,112.83,20.95
REC-04212,10/14/2020,NE_Monsoon,10,606.3,78.1,16.32,2.8,92.7,25.1,20.1,82.1,5.84,East_Block,127.8,21.08
REC-04213,10/13/2020,NE_Monsoon,10,255.3,75.8,18.4,2.55,95.6,28.2,20.6,81.8,10.63,Lower_Division,55.11,21.59
REC-04214,10/13/2020,NE_Monsoon,10,535.26,78.3,14.23,2.5,96.4,26.9,21.7,85.2,6.75,Lower_Division,114.31,21.36
REC-04215,10/13/2020,NE_Monsoon,10,535.65,75.9,13.57,2.72,86.6,24.2,22.8,82.8,10.48,East_Block,105.36,19.67
REC-04216,10/13/2020,NE_Monsoon,10,412.99,74.4,17.61,3.57,99.8,25.9,18,84.8,5.1,Upper_Division,80.85,19.58
REC-04217,10/13/2020,NE_Monsoon,10,631.27,83.4,18.66,3.28,109.4,25.6,23.5,89.3,9.12,Upper_Division,126.44,20.03
REC-04218,10/13/2020,NE_Monsoon,10,716.63,74.7,16.86,3.1,98.8,23.7,22,86.6,6.75,Middle_Division,147.06,20.52
REC-04219,10/13/2020,NE_Monsoon,10,575.03,77.8,15.93,3.08,100.7,26.6,17.7,87.5,6.08,Middle_Division,125.56,21.84
REC-04220,10/13/2020,NE_Monsoon,10,673.94,76.5,17.08,2.71,102.7,28.4,17.3,84.2,10.22,West_Block,138.96,20.62
REC-04221,10/13/2020,NE_Monsoon,10,742.33,75.4,15.91,2.73,103.3,28.5,21.8,84.2,7.38,West_Block,155.26,20.91
REC-04222,10/12/2020,NE_Monsoon,10,565.75,80.9,14.86,3.33,94.6,27.2,23.3,79.7,6.47,Middle_Division,111.6,19.73
REC-04223,10/12/2020,NE_Monsoon,10,584.27,77.9,18.89,3.02,91.4,28.7,18,83.4,8.61,East_Block,124.04,21.23
REC-04224,10/11/2020,NE_Monsoon,10,603.58,81.3,16.97,2.58,89.8,21.5,19.3,82.8,10.41,West_Block,119.2,19.75
REC-04225,10/11/2020,NE_Monsoon,10,808.89,79.5,16.64,3.74,91.5,25.9,19.5,88.9,8.77,West_Block,167.18,20.67
REC-04226,10/11/2020,NE_Monsoon,10,371.76,79,13.12,2.66,97.2,23,18.8,85.9,5.64,East_Block,78.44,21.1
REC-04227,10/10/2020,NE_Monsoon,10,343.2,77.6,17.36,2.53,110.9,28.5,18.3,84,7.36,Upper_Division,65.88,19.2
REC-04228,10/9/2020,NE_Monsoon,10,605.33,78.1,15.97,2.69,100.3,29.5,20.7,82.3,7.13,Lower_Division,128.64,21.25
REC-04229,10/9/2020,NE_Monsoon,10,635.13,75.6,18.21,3.39,91.1,21.8,22.2,87.7,8.55,Upper_Division,125.77,19.8
REC-04230,10/9/2020,NE_Monsoon,10,649.11,78.7,14.91,3.69,92.2,28.9,22.8,78.8,6.67,Lower_Division,127.61,19.66
REC-04231,10/8/2020,NE_Monsoon,10,350.04,77.2,16.56,2.77,100.5,22.8,21.1,89.3,5.98,East_Block,73.69,21.05
REC-04232,10/8/2020,NE_Monsoon,10,427.05,74,15.42,2.7,102.9,28.4,24,83.6,9.59,West_Block,87.78,20.55
REC-04233,10/8/2020,NE_Monsoon,10,592.59,78.4,18.19,2.92,93.7,30.8,22.5,79.1,7.76,East_Block,122.14,20.61
REC-04234,10/8/2020,NE_Monsoon,10,552.35,79.2,14.79,3.25,102,24,19,83.3,7.97,Upper_Division,116.03,21.01
REC-04235,10/8/2020,NE_Monsoon,10,453.43,77.9,16.45,3.02,99.4,26.6,18,84.5,9.56,East_Block,98.2,21.66
REC-04236,10/8/2020,NE_Monsoon,10,516.81,77.4,16.69,2.65,91.6,22.2,18.6,88.5,8.21,Upper_Division,107.76,20.85
REC-04237,10/8/2020,NE_Monsoon,10,749.53,77.4,17.3,2.47,94.8,24.1,20.3,82.9,5.01,East_Block,151.94,20.27
REC-04238,10/8/2020,NE_Monsoon,10,691.54,75.1,16.64,2.93,97.4,22.3,23.8,87.4,5.34,Middle_Division,145.22,21
REC-04239,10/8/2020,NE_Monsoon,10,384.19,80.7,14.37,2.54,92.5,22.5,22.6,79.1,8.37,Upper_Division,77.43,20.15
REC-04240,10/7/2020,NE_Monsoon,10,466.26,75.2,15.56,2.41,103.5,28.8,23.6,82,9.23,Lower_Division,96.45,20.69
REC-04241,10/7/2020,NE_Monsoon,10,484.02,82,17.26,3.62,92.5,23.6,21.7,89.5,10.03,West_Block,100.24,20.71
REC-04242,10/7/2020,NE_Monsoon,10,900,77.7,20,3.18,106.1,22.4,21.4,79.2,8.52,West_Block,179.37,19.93
REC-04243,10/7/2020,NE_Monsoon,10,500.39,79.4,15.16,2.88,107.9,19.1,22.9,90,6.77,Upper_Division,101.51,20.29
